"indicator_id","indicator_name"
"fdis_any_dfcl_selfcare_all","Persons in food insecure households (% persons with any degree of selfcare difficulty)"
"fdis_any_dfcl_urb","Persons living in urban areas in food insecure households (% persons living in urban areas with any degree of functional difficulty)"
"fdis_none_dfcl_1529","Persons aged 15 to 29 years in food insecure households (% persons aged 15 to 29 years with no functional difficulty)"
"fdis_none_dfcl_3044","Persons aged 30 to 44 years in food insecure households (% persons aged 30 to 44 years with no functional difficulty)"
"fdis_none_dfcl_4564","Persons aged 45 to 64 years in food insecure households (% persons aged 45 to 64 years with no functional difficulty)"
"fdis_none_dfcl_65up","Persons aged 65 or older in food insecure households (% persons aged 65 or older with no functional difficulty)"
"fdis_none_dfcl_all","Persons in food insecure households (% persons with no functional difficulty)"
"fdis_none_dfcl_fem","Female persons in food insecure households (% female persons with no functional difficulty)"
"fdis_none_dfcl_male","Male persons in food insecure households (% male persons with no functional difficulty)"
"fdis_none_dfcl_rur","Persons living in rural areas in food insecure households (% persons living in rural areas with no functional difficulty)"
"fdis_none_dfcl_urb","Persons living in urban areas in food insecure households (% persons living in urban areas with no functional difficulty)"
"fdis_nosome_dfcl_1529","Persons aged 15 to 29 years in food insecure households (% persons aged 15 to 29 years with none or some degree of functional difficulty)"
"fdis_nosome_dfcl_3044","Persons aged 30 to 44 years in food insecure households (% persons aged 30 to 44 years with none or some degree of functional difficulty)"
"fdis_nosome_dfcl_4564","Persons aged 45 to 64 years in food insecure households (% persons aged 45 to 64 years with none or some degree of functional difficulty)"
"fdis_nosome_dfcl_65up","Persons aged 65 or older in food insecure households (% persons aged 65 or older with none or some degree of functional difficulty)"
"fdis_nosome_dfcl_all","Persons in food insecure households (% persons with none or some degree of functional difficulty)"
"fdis_nosome_dfcl_fem","Female persons in food insecure households (% female persons with none or some degree of functional difficulty)"
"fdis_nosome_dfcl_male","Male persons in food insecure households (% male persons with none or some degree of functional difficulty)"
"fdis_nosome_dfcl_rur","Persons living in rural areas in food insecure households (% persons living in rural areas with none or some degree of functional difficulty)"
"fdis_nosome_dfcl_urb","Persons living in urban areas in food insecure households (% persons living in urban areas with none or some degree of functional difficulty)"
"fdis_some_dfcl_1529","Persons aged 15 to 29 years in food insecure households (% persons aged 15 to 29 years with some degree of functional difficulty)"
"fdis_some_dfcl_3044","Persons aged 30 to 44 years in food insecure households (% persons aged 30 to 44 years with some degree of functional difficulty)"
"fdis_some_dfcl_4564","Persons aged 45 to 64 years in food insecure households (% persons aged 45 to 64 years with some degree of functional difficulty)"
"fdis_some_dfcl_65up","Persons aged 65 or older in food insecure households (% persons aged 65 or older with some degree of functional difficulty)"
"fdis_some_dfcl_all","Persons in food insecure households (% persons with some degree of functional difficulty)"
"fdis_some_dfcl_fem","Female persons in food insecure households (% female persons with some degree of functional difficulty)"
"fdis_some_dfcl_male","Male persons in food insecure households (% male persons with some degree of functional difficulty)"
"fdis_some_dfcl_rur","Persons living in rural areas in food insecure households (% persons living in rural areas with some degree of functional difficulty)"
"fdis_some_dfcl_urb","Persons living in urban areas in food insecure households (% persons living in urban areas with some degree of functional difficulty)"
"FI.RES.TOTL.CD","Total reserves (includes gold, current US$)"
"FI.RES.TOTL.CD.WB","Total reserves including gold valued at London gold price (current US$)"
"FI.RES.TOTL.CD.ZS","Total reserves includes gold (% of GDP)"
"FI.RES.TOTL.DT.ZS","Total reserves (% of total external debt)"
"FI.RES.TOTL.MO","Total reserves in months of imports"
"FI.RES.TOTL.MO.WB","Total reserves in months of imports of goods and services"
"FI.RES.XGLD.CD","Total reserves minus gold (current US$)"
"fin22f","Purchased food on credit  (% age 15+)"
"fin22f.1","Purchased food on credit, women (% age 15+)"
"fin22f.10","Purchased food on credit, urban (% age 15+)"
"fin22f.11","Purchased food on credit, out of laborforce (% age 15+)"
"fin22f.12","Purchased food on credit, in laborforce (% age 15+)"
"fin22f.2","Purchased food on credit, men (% age 15+)"
"fin22f.3","Purchased food on credit, young (% ages 15-24)"
"fin22f.4","Purchased food on credit, older (% age 25+)"
"fin22f.5","Purchased food on credit, primary education or less (% age 15+)"
"fin22f.6","Purchased food on credit, secondary education or more (% age 15+)"
"fin22f.7","Purchased food on credit, poorest 40% (% age 15+)"
"fin22f.8","Purchased food on credit, richest 60% (% age 15+)"
"fin22f.9","Purchased food on credit, rural (% age 15+)"
"fin22h","Paid off all credit card balances in full by their due date  (% age 15+)"
"fin22h.1","Paid off all credit card balances in full by their due date, women (% age 15+)"
"fin22h.10","Paid off all credit card balances in full by their due date, urban (% age 15+)"
"fin22h.11","Paid off all credit card balances in full by their due date, out of laborforce (% age 15+)"
"fin22h.12","Paid off all credit card balances in full by their due date, in laborforce (% age 15+)"
"fin22h.2","Paid off all credit card balances in full by their due date, men (% age 15+)"
"fin22h.3","Paid off all credit card balances in full by their due date, young (% ages 15-24)"
"fin22h.4","Paid off all credit card balances in full by their due date, older (% age 25+)"
"fin22h.5","Paid off all credit card balances in full by their due date, primary education or less (% age 15+)"
"fin22h.6","Paid off all credit card balances in full by their due date, secondary education or more (% age 15+)"
"fin22h.7","Paid off all credit card balances in full by their due date, poorest 40% (% age 15+)"
"fin22h.8","Paid off all credit card balances in full by their due date, richest 60% (% age 15+)"
"fin22h.9","Paid off all credit card balances in full by their due date, rural (% age 15+)"
"fin22h.s","Paid off all credit card balances in full by their due date (% who used a credit card, age 15+)"
"fin25e1","Used mobile phone or card to pay for household food or cleaning supplies  (% age 15+)"
"fin25e1.1","Used mobile phone or card to pay for household food or cleaning supplies, women (% age 15+)"
"fin25e1.10","Used mobile phone or card to pay for household food or cleaning supplies, urban (% age 15+)"
"fin25e1.11","Used mobile phone or card to pay for household food or cleaning supplies, out of laborforce (% age 15+)"
"fin25e1.12","Used mobile phone or card to pay for household food or cleaning supplies, in laborforce (% age 15+)"
"fin25e1.2","Used mobile phone or card to pay for household food or cleaning supplies, men (% age 15+)"
"fin25e1.3","Used mobile phone or card to pay for household food or cleaning supplies, young (% ages 15-24)"
"fin25e1.4","Used mobile phone or card to pay for household food or cleaning supplies, older (% age 25+)"
"fin25e1.5","Used mobile phone or card to pay for household food or cleaning supplies, primary education or less (% age 15+)"
"fin25e1.6","Used mobile phone or card to pay for household food or cleaning supplies, secondary education or more (% age 15+)"
"fin25e1.7","Used mobile phone or card to pay for household food or cleaning supplies, poorest 40% (% age 15+)"
"fin25e1.8","Used mobile phone or card to pay for household food or cleaning supplies, richest 60% (% age 15+)"
"fin25e1.9","Used mobile phone or card to pay for household food or cleaning supplies, rural (% age 15+)"
"fin6_a","Used a mobile phone or the internet to check account balance in the past year (% age 15+)"
"fin6_a_1","Used a mobile phone or the internet to check account balance in the past year, female  (% age 15+)"
"fin6_a_2","Used a mobile phone or the internet to check account balance in the past year, male (% age 15+)"""
"fin6_a_3","Used a mobile phone or the internet to check account balance in the past year, income, poorest 40% (% age 15+)"
"fin6_a_4","Used a mobile phone or the internet to check account balance in the past year, income, richest 60% (% age 15+)"
"fin6_a_5","Used a mobile phone or the internet to check account balance in the past year (% ages 15-34)"
"fin6_a_6","Used a mobile phone or the internet to check account balance in the past year (% ages 35-59)"
"fin6_a_7","Used a mobile phone or the internet to check account balance in the past year (% age 60+)"
"fin9a.1","Received information about account balance from bank through email, SMS, or text message on mobile in the past 12 months, women (% age 15+)"
"fin9a.10","Received information about account balance from bank through email, SMS, or text message on mobile in the past 12 months, urban (% age 15+)"
"fin9a.11","Received information about account balance from bank through email, SMS, or text message on mobile in the past 12 months, out of laborforce (% age 15+)"
"fin9a.12","Received information about account balance from bank through email, SMS, or text message on mobile in the past 12 months, in laborforce (% age 15+)"
"fin9a.2","Received information about account balance from bank through email, SMS, or text message on mobile in the past 12 months, men (% age 15+)"
"fin9a.3","Received information about account balance from bank through email, SMS, or text message on mobile in the past 12 months, young (% ages 15-24)"
"fin9a.4","Received information about account balance from bank through email, SMS, or text message on mobile in the past 12 months, older (% age 25+)"
"fin9a.5","Received information about account balance from bank through email, SMS, or text message on mobile in the past 12 months, primary education or less (% age 15+)"
"fin9a.6","Received information about account balance from bank through email, SMS, or text message on mobile in the past 12 months, secondary education or more (% age 15+)"
"fin9a.7","Received information about account balance from bank through email, SMS, or text message on mobile in the past 12 months, poorest 40% (% age 15+)"
"fin9a.8","Received information about account balance from bank through email, SMS, or text message on mobile in the past 12 months, richest 60% (% age 15+)"
"fin9a.9","Received information about account balance from bank through email, SMS, or text message on mobile in the past 12 months, rural (% age 15+)"
"fin9b","Used a mobile phone or the internet to check account balance (% age 15+)"
"fin9b.1","Used a mobile phone or the internet to check account balance, women (% age 15+)"
"fin9b.10","Used a mobile phone or the internet to check account balance, urban (% age 15+)"
"fin9b.11","Used a mobile phone or the internet to check account balance, out of laborforce (% age 15+)"
"fin9b.12","Used a mobile phone or the internet to check account balance, in laborforce (% age 15+)"
"fin9b.2","Used a mobile phone or the internet to check account balance, men (% age 15+)"
"fin9b.3","Used a mobile phone or the internet to check account balance, young (% ages 15-24)"
"fin9b.4","Used a mobile phone or the internet to check account balance, older (% age 25+)"
"fin9b.5","Used a mobile phone or the internet to check account balance, primary education or less (% age 15+)"
"fin9b.6","Used a mobile phone or the internet to check account balance, secondary education or more (% age 15+)"
"fin9b.7","Used a mobile phone or the internet to check account balance, poorest 40% (% age 15+)"
"fin9b.8","Used a mobile phone or the internet to check account balance, richest 60% (% age 15+)"
"fin9b.9","Used a mobile phone or the internet to check account balance, rural (% age 15+)"
"fin9b.s","Used a mobile phone or the internet to check account balance(% with a bank or similar financial institution account, age 15+)"
"FM.AST.GOVT.CN.ZS","Claims on governments and other public entities (% of GDP)"
"FM.AST.PRVT.GD.ZS","Monetary Sector credit to private sector (% GDP)"
"FM.LBL.BMNY.GD.ZS","Broad money (% of GDP)"
"FM.LBL.BMNY.IR.ZS","Broad money to total reserves ratio"
"FM.LBL.MQMY.GD.ZS","Money and quasi money (M2) as % of GDP"
"FM.LBL.MQMY.GDP.ZS","Money and quasi money (M2) as % of GDP"
"FM.LBL.MQMY.IR.ZS","Money and quasi money (M2) to total reserves ratio"
"FM.LBL.MQMY.XD","Income velocity of money (GDP/M2)"
"FM.LBL.QMNY.GDP.ZS","Quasi-liquid liabilities (% of GDP)"
"FM.LBL.SEIG.GDP.ZS","Seignorage (% of GDP)"
"FP.CPI.TOTL","Consumer price index (2010 = 100)"
"FP.CPI.TOTL.ZG","Inflation, consumer prices (annual %)"
"FP.FPI.TOTL","Food price index (2000 = 100)"
"FP.FPI.TOTL.ZG","Inflation, food prices (annual %)"
"FP.WPI.TOTL.ZG","Inflation, wholesale prices (annual %)"
"FS.AST.CGOV.GD.ZS","Claims on central government, etc. (% GDP)"
"FS.AST.DOMO.GD.ZS","Claims on other sectors of the domestic economy (% of GDP)"
"FS.AST.DOMS.GD.ZS","Domestic credit provided by financial sector (% of GDP)"
"FS.AST.DTOT.ZS","Domestic credit provided by banking sector (% of GDP)"
"FS.AST.PRVT.GD.ZS","Domestic credit to private sector (% of GDP)"
"FS.AST.PRVT.GDP.ZS","Credit to private sector (% of GDP)"
"FS.LBL.LIQU.GD.ZS","Liquid liabilities (M3) as % of GDP"
"FS.LBL.LIQU.GDP.ZS","Liquid liabilities (M3) as % of GDP"
"FS.LBL.QLIQ.GD.ZS","Quasi-liquid liabilities (% of GDP)"
"GB.BAL.CIGR.CN","Current budget balance, including grants (current LCU)"
"GB.BAL.OVRL.CN","Overall budget balance, including grants (current LCU)"
"GB.BAL.OVRL.GD.ZS","Overall budget balance, including grants (% of GDP)"
"GB.BAL.OVRL.GDP.ZS","Overall budget deficit, including grants (% of GDP)"
"GB.BAL.XINT.CN","Primary balance, excluding interest (current LCU)"
"GB.DOD.TOTL.GD.ZS","Central government debt, total (% of GDP)"
"GB.DOD.TOTL.GDP.ZS","Central government debt, total (% of GDP)"
"GB.FIN.ABRD.GD.ZS","Financing from abroad (% of GDP)"
"GB.FIN.ABRD.GDP.ZS","Financing from abroad (% of GDP)"
"GB.FIN.DOMS.GD.ZS","Domestic financing, total (% of GDP)"
"GB.FIN.DOMS.GDP.ZS","Domestic finanacing (% of GDP)"
"GB.NTX.CIGR.CN","Nontax receipts (current LCU)"
"GB.NTX.TOTL.RV.ZS","Nontax revenue (% of current revenue)"
"GB.NTX.TOTL.ZS","Nontax revenue (% of current revenue)"
"GB.REV.CTOT.GD.ZS","Current revenue, excluding grants (% of GDP)"
"GB.REV.TOTL.GDP.ZS","Current revenue (% of GDP)"
"GB.REV.XAGT.CN.ZS","Central government revenues, excluding all grants (% of GDP)"
"GB.RVC.TOTL.GD.ZS","Current revenue, excluding grants (% of GDP)"
"GB.SOE.DECT.ZS","SOE external debt (% of GDP)"
"GB.SOE.ECON.GD.ZS","State-owned enterprises, economic activity (% of GDP)"
"GB.SOE.ECON.GDP.ZS","SOE economic activity (% of GDP)"
"GB.SOE.NFLW.GD.ZS","State-owned enterprises, net financial flows from government (% of GDP)"
"GB.SOE.NFLW.GDP.ZS","SOE net financial flows from government (% of GDP)"
"GB.SOE.OVRL.GD.ZS","State-owned enterprises, overall balance before transfers (% of GDP)"
"GB.SOE.OVRL.GDP.ZS","SOE overall balance before transfers (% of total)"
"GB.TAX.CMAR.ZS","Highest marginal tax rate, corporate rate (%)"
"GB.TAX.DRCT.CN","Direct taxes (current LCU)"
"GB.TAX.EXPT.ZS","Export duties (% of tax revenue)"
"GB.TAX.GSRV.CN","Taxes on goods and services, GB (current LCU)"
"GB.TAX.GSRV.NAGR.ZS","Taxes on goods and services (% value added of industry and srv.)"
"GB.TAX.GSRV.RV.ZS","Taxes on goods and services (% of current revenue)"
"GB.TAX.GSRV.VA.ZS","Taxes on goods and services (% value added of industry and services)"
"GB.TAX.GSRV.ZS","Taxes on goods and services (% of current revenue)"
"GB.TAX.IDRT.CN","Indirect taxes less subsidies (current LCU)"
"GB.TAX.IMAR.CD","Highest marginal tax rate, individual (on income exceeding, US$)"
"GB.TAX.IMAR.ZS","Highest marginal tax rate, individual rate (%)"
"GB.TAX.IMPT.ZS","Import duties (% of tax revenue)"
"GB.TAX.INCM.ZS","Income, profit, and capital gains taxes (% of current revenue)"
"GB.TAX.INTT.CN","Taxes on international trade, GB (current LCU)"
"GB.TAX.INTT.RV.ZS","Taxes on international trade (% of current revenue)"
"GB.TAX.INTT.ZS","Taxes on international trade (% of current revenue)"
"GB.TAX.OTHR.RV.ZS","Other taxes (% of current revenue)"
"GB.TAX.OTHR.ZS","Other taxes (% of current revenue)"
"GB.TAX.SSEC.RV.ZS","Social security taxes (% of current revenue)"
"GB.TAX.SSEC.ZS","Social security taxes (% of current revenue)"
"GB.TAX.TOTL.CN","Tax revenue (current LCU)"
"GB.TAX.TOTL.GD.ZS","Tax revenue (% of GDP)"
"GB.TAX.TOTL.GDP.ZS","Tax revenue (% of GDP)"
"GB.TAX.YPKG.RV.ZS","Taxes on income, profits and capital gains (% of current revenue)"
"GB.TAX.YPKG.ZS","Taxes on income, profits and capital gains (% of total taxes)"
"GB.XPD.DEFN.GDP.ZS","Defense expenditure (% of GDP)"
"GB.XPD.RSDV.GD.ZS","Research and development expenditure (% of GDP)"
"GB.XPD.TOTL.GD.ZS","Expenditure, total (% of GDP)"
"GB.XPD.TOTL.GDP.ZS","Total expenditure (% of GDP)"
"GC.AST.TOTL.GD.ZS","Net acquisition of financial assets (% of GDP)"
"GC.BAL.CASH.CD","Fiscal balance, cash surplus/deficit (current US$)"
"GC.BAL.CASH.CN","Cash surplus/deficit (current LCU)"
"GC.BAL.CASH.GD.ZS","Cash surplus/deficit (% of GDP)"
"GC.BAL.CIGR.CN","Government Current Budget Balance (local)"
"GC.BAL.CURI.CN","Gov. Current Budget Balance (+C&K Grants)(Local)"
"GC.BAL.OVRL.CN","Government Deficit (-) or Surplus (local)"
"GC.DOD.TOTL.GD.ZS","Central government debt, total (% of GDP)"
"GC.FIN.DOMS.GD.ZS","Net incurrence of liabilities, domestic (% of GDP)"
"GC.FIN.FRGN.GD.ZS","Net incurrence of liabilities, foreign (% of GDP)"
"GC.LBL.TOTL.GD.ZS","Net incurrence of liabilities, total (% of GDP)"
"GC.NFN.TOTL.GD.ZS","Net investment in nonfinancial assets (% of GDP)"
"GC.NLD.TOTL.GD.ZS","Net lending (+) / net borrowing (-) (% of GDP)"
"GC.REV.XGRT.GD.ZS","Revenue, excluding grants (% of GDP)"
"GC.TAX.EXPT.CN","Taxes on exports (current LCU)"
"GC.TAX.EXPT.ZS","Taxes on exports (% of tax revenue)"
"GC.TAX.GSRV.CN","Taxes on goods and services (current LCU)"
"GC.TAX.GSRV.RV.ZS","Taxes on goods and services (% of revenue)"
"GC.TAX.GSRV.VA.ZS","Taxes on goods and services (% value added of industry and services)"
"GC.TAX.IMPT.CN","Customs and other import duties (current LCU)"
"GC.TAX.IMPT.ZS","Customs and other import duties (% of tax revenue)"
"GC.TAX.INTT.CN","Taxes on international trade (current LCU)"
"GC.TAX.INTT.RV.ZS","Taxes on international trade (% of revenue)"
"GC.TAX.OTHR.CN","Other taxes (current LCU)"
"GC.TAX.OTHR.RV.ZS","Other taxes (% of revenue)"
"GC.TAX.TOTL.CN","Tax revenue (current LCU)"
"GC.TAX.TOTL.GD.ZS","Tax revenue (% of GDP)"
"GC.TAX.YPKG.CN","Taxes on income, profits and capital gains (current LCU)"
"GC.TAX.YPKG.RV.ZS","Taxes on income, profits and capital gains (% of revenue)"
"GC.TAX.YPKG.ZS","Taxes on income, profits and capital gains (% of total taxes)"
"GC.XPN.COMP.CN","Compensation of employees (current LCU)"
"GC.XPN.COMP.ZS","Compensation of employees (% of expense)"
"GC.XPN.GSRV.CN","Goods and services expense (current LCU)"
"GC.XPN.GSRV.ZS","Goods and services expense (% of expense)"
"GC.XPN.INTP.CN","Interest payments (current LCU)"
"GC.XPN.INTP.RV.ZS","Interest payments (% of revenue)"
"GC.XPN.INTP.ZS","Interest payments (% of expense)"
"GC.XPN.OTHR.CN","Other expense (current LCU)"
"GC.XPN.OTHR.ZS","Other expense (% of expense)"
"GC.XPN.TOTL.CD","Expense (current US$)"
"GC.XPN.TOTL.CN","Expense (current LCU)"
"GC.XPN.TOTL.GD.ZS","Expense (% of GDP)"
"GC.XPN.TRFT.CN","Subsidies and other transfers (current LCU)"
"GC.XPN.TRFT.ZS","Subsidies and other transfers (% of expense)"
"GF.XPD.BUDG.ZS","Primary government expenditures as a proportion of original approved budget (%)"
"GFDD.DI.01","Private credit by deposit money banks to GDP (%)"
"GFDD.DI.02","Deposit money banks'' assets to GDP (%)"
"GFDD.DI.03","Nonbank financial institutions? assets to GDP (%)"
"GFDD.DI.05","Liquid liabilities to GDP (%)"
"GFDD.DI.06","Central bank assets to GDP (%)"
"GFDD.DI.07","Mutual fund assets to GDP (%)"
"GFDD.DI.08","Financial system deposits to GDP (%)"
"GFDD.DI.09","Life insurance premium volume to GDP (%)"
"GFDD.DI.10","Non-life insurance premium volume to GDP (%)"
"GFDD.DI.11","Insurance company assets to GDP (%)"
"GFDD.DI.12","Private credit by deposit money banks and other financial institutions to GDP (%)"
"GFDD.DI.13","Pension fund assets to GDP (%)"
"GFDD.DI.14","Domestic credit to private sector (% of GDP)"
"GFDD.DM.01","Stock market capitalization to GDP (%)"
"GFDD.DM.02","Stock market total value traded to GDP (%)"
"GFDD.DM.03","Outstanding domestic private debt securities to GDP (%)"
"GFDD.DM.04","Outstanding domestic public debt securities to GDP (%)"
"GFDD.DM.05","Outstanding international private debt securities to GDP (%)"
"GFDD.DM.06","Outstanding international public debt securities to GDP (%)"
"GFDD.DM.07","International debt issues to GDP (%)"
"GFDD.DM.08","Gross portfolio equity liabilities to GDP (%)"
"GFDD.DM.09","Gross portfolio equity assets to GDP (%)"
"GFDD.DM.10","Gross portfolio debt liabilities to GDP (%)"
"GFDD.DM.11","Gross portfolio debt assets to GDP (%)"
"GFDD.DM.12","Syndicated loan issuance volume to GDP (%)"
"GFDD.DM.13","Corporate bond issuance volume to GDP (%)"
"GFDD.DM.16","Credit flows by fintech and bigtech companies to GDP (%)"
"GFDD.EI.05","Bank return on assets (%, after tax)"
"GFDD.EI.06","Bank return on equity (%, after tax)"
"GFDD.EI.08","Credit to government and state-owned enterprises to GDP (%)"
"GFDD.EI.09","Bank return on assets (%, before tax)"
"GFDD.EI.10","Bank return on equity (%, before tax)"
"GFDD.OI.02","Bank deposits to GDP (%)"
"GFDD.OI.08","Loans from nonresident banks (net) to GDP (%)"
"GFDD.OI.09","Loans from nonresident banks (amounts outstanding) to GDP (%)"
"GFDD.OI.13","Remittance inflows to GDP (%)"
"GFDD.OI.14","Consolidated foreign claims of BIS reporting banks to GDP (%)"
"GFDD.OI.17","Global leasing volume to GDP (%)"
"GFDD.OI.18","Total factoring volume to GDP (%)"
"IC.BRE.TX.OS","B-READY: Taxation: Overall Score"
"IC.BRE.TX.P1","B-READY: Taxation Pillar 1: Quality of Regulations on Taxation"
"IC.BRE.TX.P2","B-READY: Taxation Pillar 2: Public Services Provided by the Tax Administration"
"IC.BRE.TX.P3","B-READY: Taxation Pillar 3: Operational Efficiency of Tax Systems in Practice"
"IC.CNS.TAXAD.ZS","Tax administration (% of managers surveyed ranking this as a major constraint)"
"IC.CNS.TAXR.ZS","Tax rates (% of managers surveyed ranking this as a major constraint)"
"IC.DMKT.BRK.ZS","Products shipped to supply domestic markets lost due to breakage or spoilage (%)"
"IC.ELC.ACS.COST","Getting electricity: Cost to get electricity (% of income per capita)"
"IC.ELC.ACS.COST.DFRN","Getting electricity: Cost to get electricity (% of income per capita) - Score"
"IC.ELEC.COST.PC.ZS","Cost to get electricity connection (% of income per capita)"
"IC.FRM.CORR.CORR1","Percent of firms expected to give gifts in meetings with tax officials"
"IC.FRM.COST.PC.ZS","Dealing with construction permits, cost (% of income per capita)"
"IC.FRM.INFM.ZS","Firms that do not report all sales for tax purposes (% of firms)"
"IC.FRM.INFRA.IN14","Proportion of products lost to breakage or spoilage during shipping to domestic markets (%)"
"IC.FRM.METG.ZS","Firms visited or required meetings with tax officials (% of firms)"
"IC.FRM.OBS.OBST13","Percent of firms choosing tax administration as their biggest obstacle"
"IC.FRM.OBS.OBST14","Percent of firms choosing tax rates as their biggest obstacle"
"IC.FRM.REG.REG2_C","If there were visits, average number of visits or required meetings with tax officials"
"IC.FRM.REG.REG4","Percent of firms identifying tax rates as a major constraint"
"IC.FRM.REG.REG5","Percent of firms identifying tax administration as a major constraint"
"IC.FRM.REG.REG6","Percent of firms visited or required to meet with tax officials"
"IC.FRM.TAXAD.ZS","Tax Administration (% of firms identifying this as major constraint)"
"IC.FRM.TAXE.ZS","Firms filling taxes electronically (% of firms)"
"IC.FRM.TAXR.ZS","Tax rates (% of firms identifying this as major constraint)"
"IC.REG.CAP.PC.ZS","Minimum capital for starting a business  (% of income per capita)"
"IC.REG.COST.PC.FE.ZS","Cost of business start-up procedures, female (% of GNI per capita)"
"IC.REG.COST.PC.FE.ZS.DRFN","Starting a business: Cost - Women (% of income per capita) - Score"
"IC.REG.COST.PC.MA.ZS","Cost of business start-up procedures, male (% of GNI per capita)"
"IC.REG.COST.PC.MA.ZS.DFRN","Starting a business: Cost - Men (% of income per capita) - Score"
"IC.REG.COST.PC.ZS","Cost of business start-up procedures (% of GNI per capita)"
"IC.REG.DFRN.PC.DFRN","Starting a business: Paid-in Minimum capital (% of income per capita) - Score"
"IC.REG.MIN.CAP","Starting a business: Minimum capital (% of income per capita)"
"IC.TAX.DURS","Time to prepare and pay taxes (hours)"
"IC.TAX.GIFT.ZS","Firms expected to give gifts in meetings with tax officials (% of firms)"
"IC.TAX.LABR.CP.ZS","Labor tax and contributions (% of commercial profits)"
"IC.TAX.LBR.ZS","Paying taxes, labor tax and contributions (%)"
"IC.TAX.METG","Number of visits or required meetings with tax officials (average for affected firms)"
"IC.TAX.OTH.ZS","Paying taxes, other taxes (%)"
"IC.TAX.OTHR.CP.ZS","Other taxes payable by businesses (% of commercial profits)"
"IC.TAX.PAYM","Tax payments (number)"
"IC.TAX.PFT.ZS","Paying taxes, profit tax (%)"
"IC.TAX.PRFT.CP.ZS","Profit tax (% of commercial profits)"
"IC.TAX.TOTL.CP.ZS","Total tax rate (% of commercial profits)"
"IC.TAX.TOTL.GP.ZS","Total tax payable by businesses (% of gross profit)"
"IC.TAX.XQ","Paying taxes (rank)"
"IE.ICT.TOTL.GD.ZS","Information and communication technology expenditure (% of GDP)"
"IMPCOV","Foreign Reserves, Months Import Cover, Goods"
"IN.AGR.YLD.ALL","Yield - All Foodgrains (Kgs/Hectare)"
"IQ.CPA.FISP.XQ","CPIA fiscal policy rating (1=low to 6=high)"
"IS.ROD.DESL.KT","Road sector diesel fuel consumption (kt of oil equivalent)"
"IS.ROD.DESL.PC","Road sector diesel fuel consumption per capita (kg of oil equivalent)"
"IS.ROD.ENGY.KT","Road sector energy consumption (kt of oil equivalent)"
"IS.ROD.ENGY.PC","Road sector energy consumption per capita (kg of oil equivalent)"
"IS.ROD.SGAS.KT","Road sector gasoline fuel consumption (kt of oil equivalent)"
"IS.ROD.SGAS.PC","Road sector gasoline fuel consumption per capita (kg of oil equivalent)"
"IS.RRS.GOOD.KM.PP.ZS","Railways, goods transported (ton-km per PPP $ million of GDP)"
"IS.RRS.PASG.K2.PP.ZS","Railways, passenger-km (per PPP $ million of GDP)"
"IT.NET.USEC.ZS","Internet total monthly price (% of monthly GNI per capita)"
"IT.TEL.REVN.GD.ZS","Telecommunications revenue (% GDP)"
"MS.MIL.XPND.GD.ZS","Military expenditure (% of GDP)"
"MS.MIL.XPND.ZS","Military expenditure (% of general government expenditure)"
"NA.GDP.ACC.FB.SNA08.CR","GDP on Accommodation & Food Beverages Activity Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.ACC.FB.SNA08.KR","GDP on Accommodation & Food Beverages Activity Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.AGR.CR","GDP on Agriculture Sector (in IDR Million), Current Price"
"NA.GDP.AGR.KR","GDP on Agriculture Sector (in IDR Million), Constant Price"
"NA.GDP.AGR.SNA08.CR","GDP on Agriculture, Forestry & Fisheries Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.AGR.SNA08.KR","GDP on Agriculture, Forestry & Fisheries Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.BUSS.SNA08.CR","GDP on Business Services Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.BUSS.SNA08.KR","GDP on Business Services Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.CNST.CR","GDP on Construction Sector (in IDR Million), Current Price"
"NA.GDP.CNST.KR","GDP on Construction Sector (in IDR Million), Constant Price"
"NA.GDP.CNST.SNA08.CR","GDP on Construction Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.CNST.SNA08.KR","GDP on Construction Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.EDUS.SNA08.CR","GDP on Education Services Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.EDUS.SNA08.KR","GDP on Education Services Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.ELEC.GAS.SNA08.CR","GDP on Electricity & Gas Supply Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.ELEC.GAS.SNA08.KR","GDP on Electricity & Gas Supply Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.EXC.OG.CR","Total GDP excluding Oil and Gas (in IDR Million), Current Price"
"NA.GDP.EXC.OG.KR","Total GDP excluding Oil and Gas (in IDR Million), Constant Price"
"NA.GDP.FINS.CR","GDP on Financial Service Sector (in IDR Million), Current Price"
"NA.GDP.FINS.KR","GDP on Financial Service Sector (in IDR Million), Constant Price"
"NA.GDP.FINS.SNA08.CR","GDP on Financial & Insurance Activity Sector (in IDR Million), SNA 2008, Current Price"
