"indicator_id","indicator_name"
"NA.GDP.FINS.SNA08.KR","GDP on Financial & Insurance Activity Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.HLTH.SOCW.SNA08.CR","GDP on Human Health & Social Work Activity Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.HLTH.SOCW.SNA08.KR","GDP on Human Health & Social Work Activity Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.INC.OG.CR","Total GDP including Oil and Gas (in IDR Million), Current Price"
"NA.GDP.INC.OG.KR","Total GDP including Oil and Gas (in IDR Million), Constant Price"
"NA.GDP.INC.OG.SNA08.CR","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price"
"NA.GDP.INC.OG.SNA08.KR","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.INF.COMM.SNA08.CR","GDP on Information & Communication Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.INF.COMM.SNA08.KR","GDP on Information & Communication Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.MINQ.CR","GDP on Mining and Quarrying Sector (in IDR Million), Current Price"
"NA.GDP.MINQ.KR","GDP on Mining and Quarrying Sector (in IDR Million), Constant Price"
"NA.GDP.MINQ.SNA08.CR","GDP on Mining & Quarrying Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.MINQ.SNA08.KR","GDP on Mining & Quarrying Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.MNF.CR","GDP on Manufacturing Sector (in IDR Million), Current Price"
"NA.GDP.MNF.KR","GDP on Manufacturing Sector (in IDR Million), Constant Price"
"NA.GDP.MNF.SNA08.CR","GDP on Manufacturing Industry Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.MNF.SNA08.KR","GDP on Manufacturing Industry Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.PADM.DEF.SNA08.CR","GDP on Public Administration, Defense & Compulsory Social Security Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.PADM.DEF.SNA08.KR","GDP on Public Administration, Defense & Compulsory Social Security Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.REST.SNA08.CR","GDP on Real Estate Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.REST.SNA08.KR","GDP on Real Estate Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.SRV.OTHR.CR","GDP on Other Service Sector (in IDR Million), Current Price"
"NA.GDP.SRV.OTHR.KR","GDP on Other Service Sector (in IDR Million), Constant Price"
"NA.GDP.SRV.OTHR.SNA08.CR","GDP on Other Services Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.SRV.OTHR.SNA08.KR","GDP on Other Services Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.TRAN.COMM.CR","GDP on Transportation and Telecommunication Sector (in IDR Million), Current Price"
"NA.GDP.TRAN.COMM.KR","GDP on Transportation and Telecommunication Sector (in IDR Million), Constant Price"
"NA.GDP.TRAN.STOR.SNA08.CR","GDP on Transportation & Storage Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.TRAN.STOR.SNA08.KR","GDP on Transportation & Storage Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.TRD.HTL.CR","GDP on Trade, Hotel and Restaurant Sector (in IDR Million), Current Price"
"NA.GDP.TRD.HTL.KR","GDP on Trade, Hotel and Restaurant Sector (in IDR Million), Constant Price"
"NA.GDP.TRD.SNA08.CR","GDP on Wholesales & Retail Trade, Repair of Motor Vehicles & Motorcycles Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.TRD.SNA08.KR","GDP on Wholesales & Retail Trade, Repair of Motor Vehicles & Motorcycles Sector (in IDR Million), SNA 2008, Constant Price"
"NA.GDP.UTL.CR","GDP on Utilities Sector (in IDR Million), Current Price"
"NA.GDP.UTL.KR","GDP on Utilities Sector (in IDR Million), Constant Price"
"NA.GDP.WTR.WST.SNA08.CR","GDP on Water Supply, Sewerage, Waste & Recycling Management Sector (in IDR Million), SNA 2008, Current Price"
"NA.GDP.WTR.WST.SNA08.KR","GDP on Water Supply, Sewerage, Waste & Recycling Management Sector (in IDR Million), SNA 2008, Constant Price"
"NE.CON.GOVT.ZS","General government final consumption expenditure (% of GDP)"
"NE.CON.PETC.ZS","Household final consumption expenditure, etc. (% of GDP)"
"NE.CON.PRVT.ZS","Households and NPISHs final consumption expenditure (% of GDP)"
"NE.CON.TETC.ZS","Final consumption expenditure, etc. (% of GDP)"
"NE.CON.TOTL.ZG","Total consumption: contribution to growth of GDP (%)"
"NE.CON.TOTL.ZS","Final consumption expenditure (% of GDP)"
"NE.DAB.TOTL.ZS","Gross national expenditure (% of GDP)"
"NE.EXP.GNFS.ZS","Exports of goods and services (% of GDP)"
"NE.GDI.CON.GOVT.CR","GDP expenditure on general government consumption (in IDR Million)"
"NE.GDI.CON.GOVT.SNA08.CR","GDP expenditure on general government consumption (in IDR Million), SNA 2008, Current Price"
"NE.GDI.CON.NPI.CR","GDP expenditure on non profit private institution consumption (in IDR Million)"
"NE.GDI.CON.NPI.SNA08.CR","GDP expenditure on non profit private institution consumption (in IDR Million), SNA 2008, Current Price"
"NE.GDI.CON.PRVT.CR","GDP expenditure on private consumption (in IDR Million)"
"NE.GDI.CON.PRVT.SNA08.CR","GDP expenditure on private consumption (in IDR Million), SNA 2008, Current Price"
"NE.GDI.EXPT.CR","GDP expenditure on exports (in IDR Million)"
"NE.GDI.EXPT.SNA08.CR","GDP expenditure on exports (in IDR Million), SNA 2008, Current Price"
"NE.GDI.FPRV.ZS","Gross fixed capital formation, private sector (% of GDP)"
"NE.GDI.FPUB.ZS","Gross public investment (% of GDP)"
"NE.GDI.FTOT.CR","GDP expenditure on gross fixed capital formation (in IDR Million)"
"NE.GDI.FTOT.SNA08.CR","GDP expenditure on gross fixed capital formation (in IDR Million), SNA 2008, Current Price"
"NE.GDI.FTOT.ZS","Gross fixed capital formation (% of GDP)"
"NE.GDI.IMPT.CR","GDP expenditure on imports (in IDR Million)"
"NE.GDI.IMPT.SNA08.CR","GDP expenditure on imports (in IDR Million), SNA 2008, Current Price"
"NE.GDI.INEX.SNA08.CR","GDP expenditure on inter-region net exports (in IDR Million), SNA 2008, Current Price"
"NE.GDI.STKB.CR","GDP expenditure on changes in stock (in IDR Million)"
"NE.GDI.STKB.SNA08.CR","GDP expenditure on changes in stock (in IDR Million), SNA 2008, Current Price"
"NE.GDI.TOTL.CR","Total GDP based on expenditure (in IDR Million)"
"NE.GDI.TOTL.SNA08.CR","Total GDP based on expenditure (in IDR Million), SNA 2008, Current Price"
"NE.GDI.TOTL.ZG","Gross domestic investment: contr. to growth of GDP(%)"
"NE.GDI.TOTL.ZS","Gross capital formation (% of GDP)"
"NE.IMP.GNFS.ZS","Imports of goods and services (% of GDP)"
"NE.MRCH.GDP.ZS","Merchandise trade to GDP ratio (%)"
"NE.RSB.GNFS.CD","External balance on goods and services (current US$)"
"NE.RSB.GNFS.CN","External balance on goods and services (current LCU)"
"NE.RSB.GNFS.KD.87","Resource balance (constant 1987 US$)"
"NE.RSB.GNFS.KN","External balance on goods and services (constant LCU)"
"NE.RSB.GNFS.KN.87","Resource balance (constant 1987 LCU)"
"NE.RSB.GNFS.ZG","Resource balance: contribution to growth of GDP (%)"
"NE.RSB.GNFS.ZS","External balance on goods and services (% of GDP)"
"NE.RSB.TOTL.KN","Resource Balance (local) (Const. Price)"
"NE.TRD.GNFS.ZS","Trade (% of GDP)"
"NEER","Nominal Effecive Exchange Rate"
"NP.AGR.TOTL.ZG","Agriculture: contribution to growth of GDP (%)"
"NP.IND.TOTL.ZG","Industry: contribution to growth of GDP (%)"
"NP.SRV.TOTL.ZG","Services: contribution to growth of GDP (%)"
"NRRV.SHR.PETR.CR","Total Natural Resources Revenue Sharing from Oil (in IDR, realization value)"
"NV.AGR.PCAP.KD.ZG","Real agricultural GDP per capita growth rate (%)"
"NV.AGR.TOTL.ZG","Real agricultural GDP growth rates (%)"
"NV.AGR.TOTL.ZS","Agriculture, forestry, and fishing, value added (% of GDP)"
"NV.IND.MANF.ZS","Manufacturing, value added (% of GDP)"
"NV.IND.TOTL.ZG","Industry: contribution to growth of GDP (%)"
"NV.IND.TOTL.ZS","Industry (including construction), value added (% of GDP)"
"NV.MNF.FBTO.UN.ZS","Food, beverages, and tobacco (% of value added in mfg)"
"NV.MNF.FBTO.ZS.UN","Food, beverages and tobacco (% of value added in manufacturing)"
"NV.SRV.DISC.CD","Discrepancy in GDP, value added (current US$)"
"NV.SRV.DISC.CN","Discrepancy in GDP, value added (current LCU)"
"NV.SRV.DISC.KN","Discrepancy in GDP, value added (constant LCU)"
"NV.SRV.TETC.ZG","Services: contribution to growth of GDP (%)"
"NV.SRV.TETC.ZS","Services, etc., value added (% of GDP)"
"NV.SRV.TOTL.ZS","Services, value added (% of GDP)"
"NW.NCA.SAOI.PC","Nonrenewable natural capital per capita, oil (real chained 2019 US$)"
"NW.NCA.SAOI.PC.CD","Nonrenewable natural capital per capita, oil (current US$)"
"NW.NCA.SAOI.TO","Nonrenewable natural capital, oil (real chained 2019 US$)"
"NW.NCA.SAOI.TO.CD","Nonrenewable natural capital, oil (current US$)"
"NY.ADJ.NNTY.PC.CD","Adjusted net national income per capita (current US$)"
"NY.ADJ.NNTY.PC.KD","Adjusted net national income per capita (constant 2015 US$)"
"NY.ADJ.NNTY.PC.KD.ZG","Adjusted net national income per capita (annual % growth)"
"NY.AGR.SUBS.GD.ZS","Agricultural support estimate (% of GDP)"
"NY.GDP.COAL.RT.ZS","Coal rents (% of GDP)"
"NY.GDP.DEFL.87.ZG","Inflation, GDP deflator (annual %)"
"NY.GDP.DEFL.KD.ZG","Inflation, GDP deflator (annual %)"
"NY.GDP.DEFL.KD.ZG.AD","Inflation, GDP deflator: linked series (annual %)"
"NY.GDP.DEFL.ZS","GDP deflator (base year varies by country)"
"NY.GDP.DEFL.ZS.87","GDP deflator (1987 = 100)"
"NY.GDP.DEFL.ZS.AD","GDP deflator: linked series (base year varies by country)"
"NY.GDP.DISC.CD","Discrepancy in expenditure estimate of GDP (current US$)"
"NY.GDP.DISC.CN","Discrepancy in expenditure estimate of GDP (current LCU)"
"NY.GDP.DISC.KN","Discrepancy in expenditure estimate of GDP (constant LCU)"
"NY.GDP.FCST.CD","Gross value added at basic prices (GVA) (current US$)"
"NY.GDP.FCST.CN","Gross value added at basic prices (GVA) (current LCU)"
"NY.GDP.FCST.KD","Gross value added at basic prices (GVA) (constant 2015 US$)"
"NY.GDP.FCST.KD.87","GDP at factor cost (constant 1987 US$)"
"NY.GDP.FCST.KN","Gross value added at basic prices (GVA) (constant LCU)"
"NY.GDP.FCST.KN.87","GDP at factor cost (constant 1987 LCU)"
"NY.GDP.FRST.RT.ZS","Forest rents (% of GDP)"
"NY.GDP.MINR.RT.ZS","Mineral rents (% of GDP)"
"NY.GDP.MKTP.CD","GDP (current US$)"
"NY.GDP.MKTP.CD.XD","GDP deflator, index (2000=100; US$ series)"
"NY.GDP.MKTP.CN","GDP (current LCU)"
"NY.GDP.MKTP.CN.AD","GDP: linked series (current LCU)"
"NY.GDP.MKTP.CN.XD","GDP deflator, period average (LCU index 2000=100)"
"NY.GDP.MKTP.IN","GDP Deflator"
"NY.GDP.MKTP.KD","GDP (constant 2015 US$)"
"NY.GDP.MKTP.KD.87","GDP at market prices (constant 1987 US$)"
"NY.GDP.MKTP.KD.ZG","GDP growth (annual %)"
"NY.GDP.MKTP.KN","GDP (constant LCU)"
"NY.GDP.MKTP.KN.87","GDP at market prices (constant 1987 LCU)"
"NY.GDP.MKTP.KN.87.ZG","GDP growth (annual %)"
"NY.GDP.MKTP.PP.CD","GDP, PPP (current international $)"
"NY.GDP.MKTP.PP.KD","GDP, PPP (constant 2021 international $)"
"NY.GDP.MKTP.PP.KD.87","GDP, PPP (constant 1987 international $)"
"NY.GDP.MKTP.XD","GDP deflator (1987=100,Index)"
"NY.GDP.MKTP.XU.E","GDP deflator, end period (base year varies by country)"
"NY.GDP.MKTP.ZG","Gross domestic product (Av. annual growth, %)"
"NY.GDP.NGAS.RT.ZS","Natural gas rents (% of GDP)"
"NY.GDP.PCAP.CD","GDP per capita (current US$)"
"NY.GDP.PCAP.CN","GDP per capita (current LCU)"
"NY.GDP.PCAP.KD","GDP per capita (constant 2015 US$)"
"NY.GDP.PCAP.KD.ZG","GDP per capita growth (annual %)"
"NY.GDP.PCAP.KN","GDP per capita (constant LCU)"
"NY.GDP.PCAP.PP.CD","GDP per capita, PPP (current international $)"
"NY.GDP.PCAP.PP.KD","GDP per capita, PPP (constant 2021 international $)"
"NY.GDP.PCAP.PP.KD.87","GDP per capita, PPP (constant 1987 international $)"
"NY.GDP.PCAP.PP.KD.ZG","GDP per capita, PPP annual growth (%)"
"NY.GDP.PETR.RT.ZS","Oil rents (% of GDP)"
"NY.GDP.TOTL.RT.ZS","Total natural resources rents (% of GDP)"
"NY.GDS.TOTL.ZS","Gross domestic savings (% of GDP)"
"NY.GEN.AEDU.GD.ZS","Genuine savings: education expenditure (% of GDP)"
"NY.GEN.DCO2.GD.ZS","Genuine savings: carbon dioxide damage (% of GDP)"
"NY.GEN.DFOR.GD.ZS","Genuine savings: net forest depletion (% of GDP)"
"NY.GEN.DKAP.GD.ZS","Genuine savings: consumption of fixed capital (% of GDP)"
"NY.GEN.DMIN.GD.ZS","Genuine savings: mineral depletion (% of GDP)"
"NY.GEN.DNGY.GD.ZS","Genuine savings: energy depletion (% of GDP)"
"NY.GEN.NDOM.GD.ZS","Genuine savings: net domestic savings (% of GDP)"
"NY.GEN.SVNG.GD.ZS","Genuine domestic savings (% of GDP)"
"NY.GNP.MKTP.PC.CD","GNI per capita (US$)"
"NY.GNP.PCAP.CD","GNI per capita, Atlas method (current US$)"
"NY.GNP.PCAP.CN","GNI per capita (current LCU)"
"NY.GNP.PCAP.KD","GNI per capita (constant 2015 US$)"
"NY.GNP.PCAP.KD.ZG","GNI per capita growth (annual %)"
"NY.GNP.PCAP.KN","GNI per capita (constant LCU)"
"NY.GNP.PCAP.PP.CD","GNI per capita, PPP (current international $)"
"NY.GNP.PCAP.PP.KD","GNI per capita, PPP (constant 2021 international $)"
"NY.GNS.ICTR.ZS","Gross savings (% of GDP)"
"NY.GNY.PCAP.KD","Gross national income per capita (1987 USD)"
"NY.GNY.PCAP.KD.87","Gross national income per capita (1987 US$)"
"NY.TAX.IDRT.CD","Indirect taxes (current US$)"
"NY.TAX.IDRT.CN","Indirect taxes (current LCU)"
"NY.TAX.NIND.CD","Taxes less subsidies on products (current US$)"
"NY.TAX.NIND.CN","Taxes less subsidies on products (current LCU)"
"NY.TAX.NIND.KD.87","Net indirect taxes (constant 1987 US$)"
"NY.TAX.NIND.KN","Taxes less subsidies on products (constant LCU)"
"NY.TAX.NIND.KN.87","Net indirect taxes (constant 1987 LCU)"
"NYGDPMKTPKDZ","GDP growth, constant (average 2010-19 prices and exchange rates)"
"NYGDPMKTPSACD","GDP,current US$,millions,seas. adj.,"
"NYGDPMKTPSACN","GDP,current LCU,millions,seas. adj.,"
"NYGDPMKTPSAKD","GDP,constant 2010 US$,millions,seas. adj.,"
"NYGDPMKTPSAKN","GDP,constant 2010 LCU,millions,seas. adj.,"
"OTHR.TAX.PAID.ZS","Other taxes (% of profits)"
"PA.NUS.FCRF","Official exchange rate (LCU per US$, period average)"
"PA.NUS.FCRF.XR","Official exchange rate to parallel exchange rate ratio"
"PA.NUS.GDP.PLI","Price level index (GDP)"
"PA.NUS.PPP","PPP conversion factor, GDP (LCU per international $)"
"PA.NUS.PPP.05","2005 PPP conversion factor, GDP (LCU per international $)"
"PA.NUS.PPPC.RF","Price level ratio of PPP conversion factor (GDP) to market exchange rate"
"PALM.LND.DMG","Palm Oil Land Area by type of condition: Damaged (in Hectares)"
"PALM.LND.IMM","Palm Oil Land Area by type of condition: Immature (in Hectares)"
"PALM.LND.MTR","Palm Oil Land Area by type of condition: Mature (in Hectares)"
"PALM.LND.PRVT","Palm Oil Land Area by type of ownership: Private (in Hectares)"
"PALM.LND.SMHD","Palm Oil Land Area by type of ownership: Smallholder (in Hectares)"
"PALM.LND.SOE","Palm Oil Land Area by type of ownership: State Owned Enterprise (in Hectares)"
"PALM.LND.TOTL","Palm Oil Land Area: Total (in Hectares)"
"PALM.YLD.PRVT","Palm Oil Yield by type of ownership: Private (in Kg/Ha)"
"PALM.YLD.SMHD","Palm Oil Yield by type of ownership: Smallholder (in Kg/Ha)"
"PALM.YLD.SOE","Palm Oil Yield by type of ownership: State Owned Enterprise (in Kg/Ha)"
"PAY.TAX.COIT.AU.HRS.DB1719","Paying taxes: Time to comply with corporate income tax correction (hours) (DB17-20 methodology)"
"PAY.TAX.COIT.AU.HRS.TM.DB1719.DFRN","Paying taxes: Time to comply with corporate income tax correction (hours) (DB17-20 methodology) - Score"
"PAY.TAX.COIT.AU.WKS.DB1719","Paying taxes: Time to complete a corporate income tax correction (weeks) (DB17-20 methodology)"
"PAY.TAX.COIT.WKS.TM.DB1719.DFRN","Paying taxes: Time to complete a corporate income tax correction (weeks) (DB17-20 methodology) - Score"
"PAY.TAX.DB0616.DFRN","Paying taxes (DB06-16 methodology) - Score"
"PAY.TAX.DB1719.DRFN","Paying taxes (DB17-20 methodology) - Score"
"PAY.TAX.LABR.TAX.CONTR.ZS","Paying taxes: Labor tax and contributions (% of profits)"
"PAY.TAX.POST.FIL.XD.0100.DB1719.DFRN","Paying taxes: Postfiling index (0-100) (DB17-20 methodology) - Score"
"PAY.TAX.PRFT.CP.ZS","Paying taxes: Profit tax (% of profits)"
"PAY.TAX.PYMT.FREQ.NO","Paying taxes: Payments (number per year)"
"PAY.TAX.PYMT.NO.DFRN","Paying taxes: Payments per year (number per year) - Score"
"PAY.TAX.RK.DB19","Rank: Paying taxes (1=most business-friendly regulations)"
"PAY.TAX.TM","Paying taxes: Time (hours per year)"
"PAY.TAX.TM.DFRN","Paying taxes: Time (hours per year) - Score"
"PAY.TAX.TOT.TAX.RT.ZS","Paying taxes: Total tax and contribution rate (% of profit)"
"PAY.TAX.TOT.TAX.RT.ZS.DRFRN","Paying taxes: Total tax and contribution rate (% of profit) - Score"
"PAY.TAX.VAT.REF.OBT.WKS.TM.DB1719","Paying taxes: Time to obtain VAT refund (weeks) (DB17-20 methodology)"
"PAY.TAX.VAT.REF.OBT.WKS.TM.DB1719.DFRN","Paying taxes: Time to obtain VAT refund (weeks) (DB17-20 methodology) - Score"
"PAY.TAX.VAT.REFU.COMP.HRS.TM.DB1719","Paying taxes: Time to comply with VAT refund (hours) (DB17-20 methodology)"
"PAY.TAX.VAT.REFU.COMP.HRS.TM.DB1719.DFRN","Paying taxes: Time to comply with VAT refund (hours) (DB17-20 methodology) - Score"
"PE.NUS.FCAE","Official exchange rate (LCU per US$, end period)"
"PER.ALL.CNTRL.GDP","World Bank: Share of GDP for central government expenditures on education (%)"
"PER.ALL.CPL.GDP","World Bank: Public capital expenditure on education as % of GDP"
"PER.ALL.CPL.TOT","World Bank: Public capital expenditure on education as a % of total capital government expenditure"
"PER.ALL.PS.GDP","World Bank: Public education expenditure per student (% of GDP per capita)"
"PER.ALL.RCT","World Bank: Share of total government expenditures (all sectors) for recurrent education expenditures (%)"
"PER.ALL.RCT.GDP","World Bank: Public recurrent expenditure on education (% of GDP)"
"PER.ALL.RCT.TOT.RCT","World Bank: Public recurrent education expenditure as % of total recurrent government expenditure"
"PER.ALL.SAL.GDP","World Bank: Education salary expenditures as a % of GDP"
"PER.ALL.SUB.GDP","World Bank: Share of GDP for subnational government expenditures on education (%)"
"PER.ALL.TSAL.GDP","World Bank: Ratio of Teacher Salaries to per capita GDP"
"PER.ALL.TTL.GDP","World Bank: Total education expenditure as % of GDP"
"PER.ALL.TTL.GDP.GOV","World Bank: Total public education expenditure as % of GDP"
"PER.BAS.GDP","World Bank: Share of GDP for education expenditures on basic education (%)"
"PER.BAS.PS.GDP","World Bank: Public education expenditure per student (% of GDP per capita), basic"
"PER.BAS.SAL.GDP","World Bank: Ratio of Teacher Salaries to per capita GDP, basic education"
"PER.EFF.GDP","World Bank: Share of GDP lost through inefficiencies (%)"
"PER.EFF.SUB.GDP","World Bank: Share of GDP potentially saved with improved targeting of education subsidies (%)"
"PER.EFF.TEACH.GDP","World Bank: Share of GDP potentially saved with improved pupil/teacher ratios (%)"
"PER.GOV.SHARE.TOT","World Bank: Share of total domestically-financed/government expenditures for education (%)"
"PER.JR.PS.GDP","World Bank: Public education expenditure per student (% of GDP per capita), junior secondary"
"PER.JR.SAL.GDP","World Bank: Ratio of Teacher Salaries to per capita GDP, junior secondary"
"PER.OC.FEED.GDP","World Bank: School Feeding Programs (% of GDP)"
"PER.OC.TRA.GDP","World Bank: Central Government Transfers for education (% of GDP)"
"PER.PP.GDP","World Bank: Share of GDP for education expenditures on pre-primary education (%)"
"PER.PP.PS.GDP","World Bank: Public education expenditure per student (% of GDP per capita), pre-primary"
"PER.PRM.GDP","World Bank: Share of GDP for education expenditures on primary education (%)"
"PER.PRM.PS.GDP","World Bank: Public education expenditure per student (% of GDP per capita), primary"
"PER.PRM.RCT.GDP","World Bank: Primary recurrent expenditures as a share of GDP (%)"
"PER.PRM.SAL.GDP","World Bank: Ratio of Teacher Salaries to per capita GDP, primary"
"PER.PRM.TTL.GOV","World Bank: Share of total government expenditures (all sectors) for primary education expenditures (%)"
"PER.SEC.GDP","World Bank: Share of GDP for education expenditures on secondary education (%)"
"PER.SEC.PS.GDP","World Bank: Public education expenditure per student (% of GDP per capita), secondary"
"PER.SEC.RCT.GDP","World Bank: Secondary recurrent expenditures as a share of GDP (%)"
"PER.SEC.SAL.GDP","World Bank: Ratio of Teacher Salaries to per capita GDP, secondary"
"PER.SOR.DIST.REV","World Bank: Share of total district/municipal government expenditures for the education sector (%)"
"PER.SOR.GOV.GDP","World Bank: Total education expenditure from public sources (% of GDP)"
"PER.SOR.GOV.PS.PRM","World Bank: Government expenditures per primary student (in USD or local currency)"
"PER.SOR.GOV.PS.SEC","World Bank: Government expenditures per secondary student (in USD or local currency)"
"PER.SOR.GOV.PS.TER","World Bank: Government expenditures per tertiary student (in USD or local currency)"
"PER.SOR.GOV.PS.VOC","World Bank: Government expenditures per technical/vocational education student (in USD or local currency)"
"PER.SOR.ITL.GDP","World Bank: Total education expenditures from international sources as a % of GDP"
"PER.SOR.PROV.REV","World Bank: Share of total provincial/state government expenditures for the education sector (%)"
"PER.SOR.PVT.GDP","World Bank: Total private expenditure on education (% of GDP)"
"PER.SOR.PVT.GDP.PP","World Bank: Total private expenditure on pre-primary education (% of GDP)"
"PER.SOR.PVT.GDP.PRM","World Bank: Total private expenditure on primary education (% of GDP)"
"PER.SOR.PVT.GDP.SEC","World Bank: Total private expenditure on secondary education (% of GDP)"
"PER.SOR.PVT.GDP.TER","World Bank: Total private expenditure on tertiary education (% of GDP)"
"PER.SOR.SUB.REV","World Bank: Share of total subnational government expenditures for the education sector (%)"
"PER.SR.PS.GDP","World Bank: Public education expenditure per student (% of GDP per capita), senior secondary"
"PER.SR.SAL.GDP","World Bank: Ratio of Teacher Salaries to per capita GDP, senior secondary"
"PER.TER.GDP","World Bank: Share of GDP for education expenditures on tertiary education (%)"
"PER.TER.PS.GDP","World Bank: Public education expenditure per student (% of GDP per capita), tertiary"
"PER.TER.RCT.GDP","World Bank: Tertiary recurrent expenditures as a share of GDP (%)"
"PER.TER.SAL.GDP","World Bank: Ratio of Teacher Salaries to per capita GDP, tertiary"
"PER.TT.PS.GDP","World Bank: Public education expenditure per student (% of GDP per capita), teacher training"
"PER.VOC.GDP","World Bank: Share of GDP for education expenditures on technical/vocational education (%)"
"PER.VOC.PS.GDP","World Bank: Public education expenditure per student (% of GDP per capita), technical/vocational education"
"per_sa_ik.avt_pop_totf","Average per capita transfer - In-Kind and Food Transfers -female-beneficiary"
"per_sa_ik.avt_pop_totfr","Average per capita transfer - In-Kind and Food Transfers -female-recipient of programs"
"per_sa_ik.avt_pop_totm","Average per capita transfer - In-Kind and Food Transfers -male-beneficiary"
"per_sa_ik.avt_pop_totmr","Average per capita transfer - In-Kind and Food Transfers -male-recipient of programs"
"per_sa_ik.avt_q1_preT_totfr","Avg per capita transfer held by 1st quintile(poorest)-In-Kind and Food Transfers(preT)-fem-recipient"
"per_sa_ik.avt_q1_preT_totmr","Avg. per capita transfer held by 1st quintile(poorest)-In-Kind and Food Transf.(preT)-male-recipient"
"per_sa_ik.avt_q1_totfr","Average per capita transfer held by 1st quintile(poorest)-In-Kind and Food Transfers-fem-recipient"
"per_sa_ik.avt_q1_totmr","Average per capita transfer held by 1st quintile (poorest)-In-Kind and Food Transfers-male-recipient"
"per_sa_ik.avt_q2_preT_totfr","Average per capita transfer held by 2nd quintile-In-Kind and Food Transfers (preT) -female-recipient"
"per_sa_ik.avt_q2_preT_totmr","Average per capita transfer held by 2nd quintile - In-Kind and Food Transfers (preT) -male-recipient"
"per_sa_ik.avt_q2_totfr","Average per capita transfer held by 2nd quintile - In-Kind and Food Transfers -female-recipient"
"per_sa_ik.avt_q2_totmr","Average per capita transfer held by 2nd quintile - In-Kind and Food Transfers -male-recipient"
"per_sa_ik.avt_q3_preT_totfr","Average per capita transfer held by 3rd quintile-In-Kind and Food Transfers (preT) -female-recipient"
"per_sa_ik.avt_q3_preT_totmr","Average per capita transfer held by 3rd quintile - In-Kind and Food Transfers (preT) -male-recipient"
"per_sa_ik.avt_q3_totfr","Average per capita transfer held by 3rd quintile - In-Kind and Food Transfers -female-recipient"
"per_sa_ik.avt_q3_totmr","Average per capita transfer held by 3rd quintile - In-Kind and Food Transfers -male-recipient"
"per_sa_ik.avt_q4_preT_totfr","Average per capita transfer held by 4th quintile-In-Kind and Food Transfers (preT) -female-recipient"
"per_sa_ik.avt_q4_preT_totmr","Average per capita transfer held by 4th quintile - In-Kind and Food Transfers (preT) -male-recipient"
"per_sa_ik.avt_q4_totfr","Average per capita transfer held by 4th quintile - In-Kind and Food Transfers -female-recipient"
"per_sa_ik.avt_q4_totmr","Average per capita transfer held by 4th quintile - In-Kind and Food Transfers -male-recipient"
"per_sa_ik.avt_q5_preT_totfr","Avg per capita transfer held by 5th quintile(richest)-In-Kind and Food Transfers(preT)-fem-recipient"
"per_sa_ik.avt_q5_preT_totmr","Avg. per capita transfer held by 5th quintile(richest)-In-Kind and Food Transf.(preT)-male-recipient"
"per_sa_ik.avt_q5_totfr","Average per capita transfer held by 5th quintile(richest)-In-Kind and Food Transfers-fem-recipient"
"per_sa_ik.avt_q5_totmr","Average per capita transfer held by 5th quintile (richest)-In-Kind and Food Transfers-male-recipient"
"per_sa_ik.ben_pop_totf","Benefits incidence in all income groups (%) - In-Kind and Food Transfers - female-beneficiary"
"per_sa_ik.ben_pop_totm","Benefits incidence in all income groups (%) - In-Kind and Food Transfers - male-beneficiary"
"per_sa_ik.bry_pop_totf","Beneficiary incidence in all income groups (%) - In-Kind and Food Transfers -female-beneficiary"
"per_sa_ik.bry_pop_totfr","Beneficiary incidence in all income groups (%) - In-Kind and Food Transfers -female-recipient"
"per_sa_ik.bry_pop_totm","Beneficiary incidence in all income groups (%) - In-Kind and Food Transfers-male-beneficiary"
"per_sa_ik.bry_pop_totmr","Beneficiary incidence in all income groups (%) - In-Kind and Food Transfers-male-recipient"
"per_sa_ik.bry_q1_preT_totfr","Beneficiary incidence in 1st quintile(poorest)(%)-In-Kind and Food Transfers(preT)-female-recipient"
"per_sa_ik.bry_q1_preT_totmr","Beneficiary incidence in 1st quintile (poorest) (%)-In-Kind and Food Transfers (preT)-male-recipient"
"per_sa_ik.bry_q1_totfr","Beneficiary incidence in 1st quintile (poorest) (%) - In-Kind and Food Transfers -female-recipient"
