"flow_id","code","code_name"
"IRFCL","IRFCLDT2_IRFCL47T_IN_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, other accounts receivable, Inflows"
"IRFCL","IRFCLDT2_IRFCL47T_IN_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, other accounts receivable, Inflows"
"IRFCL","IRFCLDT2_IRFCL48_SM1MUT3M_FO_EUR","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, More than 1 and up to 3 months, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL48_SM1MUT3M_FO_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, More than 1 and up to 3 months, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL48_SM1MUT3M_FO_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, More than 1 and up to 3 months, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL48_SM3MUTY_FO_EUR","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, More than 3 months and up to 1 year, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL48_SM3MUTY_FO_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, More than 3 months and up to 1 year, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL48_SM3MUTY_FO_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, More than 3 months and up to 1 year, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL48_SUTM_FO_EUR","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, Up to 1 month, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL48_SUTM_FO_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, Up to 1 month, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL48_SUTM_FO_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, Up to 1 month, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL48T_FO_EUR","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, related to repos, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL48T_FO_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, related to repos, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL48T_FO_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, related to repos, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL49_SM1MUT3M_IN_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, More than 1 and up to 3 months, Inflows"
"IRFCL","IRFCLDT2_IRFCL49_SM1MUT3M_IN_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, More than 1 and up to 3 months, Inflows"
"IRFCL","IRFCLDT2_IRFCL49_SM3MUTY_IN_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, More than 3 months and up to 1 year, Inflows"
"IRFCL","IRFCLDT2_IRFCL49_SM3MUTY_IN_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, More than 3 months and up to 1 year, Inflows"
"IRFCL","IRFCLDT2_IRFCL49_SUTM_IN_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, Up to 1 month, Inflows"
"IRFCL","IRFCLDT2_IRFCL49_SUTM_IN_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, Up to 1 month, Inflows"
"IRFCL","IRFCLDT2_IRFCL49T_IN_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, related to reverse repos, Inflows"
"IRFCL","IRFCLDT2_IRFCL49T_IN_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, related to reverse repos, Inflows"
"IRFCL","IRFCLDT2_IRFCL50_SM1MUT3M_FO_EUR","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 1 and up to 3 months, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL50_SM1MUT3M_FO_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 1 and up to 3 months, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL50_SM1MUT3M_FO_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 1 and up to 3 months, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL50_SM1MUT3M_IN_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 1 and up to 3 months, Inflows"
"IRFCL","IRFCLDT2_IRFCL50_SM1MUT3M_IN_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 1 and up to 3 months, Inflows"
"IRFCL","IRFCLDT2_IRFCL50_SM3MUTY_FO_EUR","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 3 months and up to 1 year, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL50_SM3MUTY_FO_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 3 months and up to 1 year, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL50_SM3MUTY_FO_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 3 months and up to 1 year, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL50_SM3MUTY_IN_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 3 months and up to 1 year, Inflows"
"IRFCL","IRFCLDT2_IRFCL50_SM3MUTY_IN_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 3 months and up to 1 year, Inflows"
"IRFCL","IRFCLDT2_IRFCL50_SUTM_FO_EUR","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, Up to 1 month, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL50_SUTM_FO_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, Up to 1 month, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL50_SUTM_FO_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, Up to 1 month, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL50_SUTM_IN_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, Up to 1 month, Inflows"
"IRFCL","IRFCLDT2_IRFCL50_SUTM_IN_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, Up to 1 month, Inflows"
"IRFCL","IRFCLDT2_IRFCL50T_FO_EUR","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, trade credit, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL50T_FO_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, trade credit, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL50T_FO_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, trade credit, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL50T_IN_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, trade credit, Inflows"
"IRFCL","IRFCLDT2_IRFCL50T_IN_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets, trade credit, Inflows"
"IRFCL","IRFCLDT2_IRFCL78_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Total foreign currency loans securities and deposits"
"IRFCL","IRFCLDT2_IRFCL78_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Total foreign currency loans securities and deposits"
"IRFCL","IRFCLDT2_IRFCL79_FO_EUR","Predetermined short-term net drains on foreign currency assets (nominal value), Total foreign currency loans securities and deposits, interest, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL79_FO_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Total foreign currency loans securities and deposits, interest, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL79_FO_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Total foreign currency loans securities and deposits, interest, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL79_IN_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Total foreign currency loans securities and deposits, interest, Inflows"
"IRFCL","IRFCLDT2_IRFCL79_IN_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Total foreign currency loans securities and deposits, interest, Inflows"
"IRFCL","IRFCLDT2_IRFCL80_FO_EUR","Predetermined short-term net drains on foreign currency assets (nominal value), Total foreign currency loans securities and deposits, principal, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL80_FO_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Total foreign currency loans securities and deposits, principal, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL80_FO_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Total foreign currency loans securities and deposits, principal, Outflows (reserves template)"
"IRFCL","IRFCLDT2_IRFCL80_IN_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Total foreign currency loans securities and deposits, principal, Inflows"
"IRFCL","IRFCLDT2_IRFCL80_IN_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Total foreign currency loans securities and deposits, principal, Inflows"
"IRFCL","IRFCLDT2_IRFCL85_USD","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets"
"IRFCL","IRFCLDT2_IRFCL85_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Total other predetermined short term net drains on foreign currency assets"
"IRFCL","IRFCLDT2_T_XDC","Predetermined short-term net drains on foreign currency assets (nominal value), Total"
"IRFCL","IRFCLDT2_USD","Predetermined short-term net drains on foreign currency assets (nominal value)"
"IRFCL","IRFCLDT3_CL_SM1MUT3M_USD","Contingent short-term net drains on foreign currency assets (nominal value), Contingent liabilities, More than 1 and up to 3 months"
"IRFCL","IRFCLDT3_CL_SM1MUT3M_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Contingent liabilities, More than 1 and up to 3 months"
"IRFCL","IRFCLDT3_CL_SM3MUTY_USD","Contingent short-term net drains on foreign currency assets (nominal value), Contingent liabilities, More than 3 months and up to 1 year"
"IRFCL","IRFCLDT3_CL_SM3MUTY_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Contingent liabilities, More than 3 months and up to 1 year"
"IRFCL","IRFCLDT3_CL_USD","Contingent short-term net drains on foreign currency assets (nominal value), Contingent liabilities"
"IRFCL","IRFCLDT3_CL_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Contingent liabilities"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC1_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Written Calls, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC1_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Written Calls, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC1_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Written Calls, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC10_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, Other, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC10_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, Other, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC10_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, Other, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC10_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, Other, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC10_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, Other, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC10_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, Other, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC11_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC11_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC11_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC11_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC11_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC11_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC12_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC12_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC12_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC12_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC12_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC12_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC14_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, + 5 % (Depreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC14_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, + 5 % (Depreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC14_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, + 5 % (Depreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC14_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, + 5 % (Depreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC14_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, + 5 % (Depreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC14_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, + 5 % (Depreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC15_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, At Current Exchange Rate, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC15_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, At Current Exchange Rate, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC15_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, At Current Exchange Rate, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC15_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, At Current Exchange Rate, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC15_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, At Current Exchange Rate, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC15_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, At Current Exchange Rate, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC17_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Bought calls, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC17_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Bought calls, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC17_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Bought calls, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC2_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Bought Puts, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC2_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Bought Puts, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC2_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Bought Puts, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC5_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, +10 % (Depreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC5_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, +10 % (Depreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC5_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, +10 % (Depreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC5_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, +10 % (Depreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC5_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, +10 % (Depreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC5_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, In-the-money Options, +10 % (Depreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC9_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Written Puts, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC9_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Written Puts, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_EC9_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Written Puts, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM1MUT3M_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC1_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Written Calls, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC1_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Written Calls, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC1_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Written Calls, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC10_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, Other, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC10_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, Other, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC10_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, Other, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC10_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, Other, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC10_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, Other, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC10_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, Other, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC11_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC11_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
